Gene Name,Protein IDs,Tumor_vs_Normal_log2 fold change,Tumor_vs_Normal_p.val,Tumor_vs_Normal_p.adj,significant,Tumor_vs_Normal_significant,imputed,num_NAs
RAPGEF6,Q8TEU7,0.431,2.62E-08,5.67E-07,FALSE,FALSE,FALSE,0
RAPH1,Q70E73,-0.188,0.0732,0.127,FALSE,FALSE,FALSE,0
RARRES2,Q99969,-0.472,0.00356,0.0101,FALSE,FALSE,FALSE,0
RARS1,P54136,-0.0363,0.686,0.756,FALSE,FALSE,FALSE,0
RARS2,Q5T160,-0.554,2.03E-06,1.80E-05,FALSE,FALSE,FALSE,0
RASA1,P20936,0.574,6.19E-08,1.12E-06,FALSE,FALSE,FALSE,0
RASA2,Q15283,0.0427,0.691,0.76,FALSE,FALSE,FALSE,0
RASA3,Q14644,0.434,0.00202,0.00621,FALSE,FALSE,FALSE,0
RASA4,O43374,-0.0859,0.794,0.845,FALSE,FALSE,TRUE,8
RASA4B,C9J798,-0.386,0.0404,0.0778,FALSE,FALSE,FALSE,0
RASAL1,O95294,0.0858,0.777,0.832,FALSE,FALSE,FALSE,0
RASAL2,Q9UJF2,0.145,0.129,0.203,FALSE,FALSE,FALSE,0
RASGRF2,O14827,0.00321,0.978,0.984,FALSE,FALSE,FALSE,0
RASGRP1,O95267,0.493,0.359,0.459,FALSE,FALSE,TRUE,16
RASGRP2,Q7LDG7,0.256,0.0487,0.0906,FALSE,FALSE,FALSE,0
RASGRP3,Q8IV61,-0.365,0.0579,0.104,FALSE,FALSE,TRUE,8
RASIP1,Q5U651,0.181,0.355,0.454,FALSE,FALSE,FALSE,0
RASSF1,Q9NS23,0.102,0.558,0.646,FALSE,FALSE,FALSE,0
RASSF10,A6NK89,-0.641,0.000708,0.00255,FALSE,FALSE,TRUE,16
RASSF3,Q86WH2,-0.504,0.0369,0.0722,FALSE,FALSE,TRUE,16
RASSF4,Q9H2L5,0.00575,0.966,0.976,FALSE,FALSE,FALSE,0
RASSF6,Q6ZTQ3,0.374,0.00839,0.021,FALSE,FALSE,FALSE,0
RASSF7,Q02833,0.375,0.0164,0.0369,FALSE,FALSE,TRUE,8
RAVER1,Q8IY67,0.485,1.48E-06,1.41E-05,FALSE,FALSE,FALSE,0
RAVER2,Q9HCJ3,0.148,0.239,0.332,FALSE,FALSE,FALSE,0
RB1,P06400,0.394,0.000531,0.00198,FALSE,FALSE,FALSE,0
RB1CC1,Q8TDY2,-0.0241,0.803,0.852,FALSE,FALSE,FALSE,0
RBAK,Q9NYW8,-1.27,0.264,0.36,FALSE,FALSE,TRUE,17
RBBP4,Q09028,0.194,0.0186,0.0409,FALSE,FALSE,FALSE,0
RBBP5,Q15291,0.0611,0.308,0.406,FALSE,FALSE,FALSE,0
RBBP6,Q7Z6E9,0.209,0.00278,0.00817,FALSE,FALSE,FALSE,0
RBBP7,Q16576,0.208,0.0163,0.0366,FALSE,FALSE,FALSE,0
RBBP8,Q99708,-0.138,0.491,0.586,FALSE,FALSE,TRUE,8
RBBP8NL,Q8NC74,-0.433,0.0534,0.0976,FALSE,FALSE,TRUE,8
RBBP9,O75884,-0.112,0.246,0.341,FALSE,FALSE,FALSE,0
RBCK1,Q9BYM8,0.334,0.000657,0.00239,FALSE,FALSE,FALSE,0
RBFA,Q8N0V3,-0.504,2.39E-05,0.000143,FALSE,FALSE,FALSE,0
RBFOX2,O43251,0.138,0.092,0.153,FALSE,FALSE,FALSE,0
RBIS,Q8N0T1,0.138,0.103,0.168,FALSE,FALSE,FALSE,0
RBKS,Q9H477,-0.154,0.31,0.408,FALSE,FALSE,FALSE,0
RBL2,Q08999,0.000127,0.998,0.999,FALSE,FALSE,FALSE,0
RBM10,P98175,0.075,0.31,0.408,FALSE,FALSE,FALSE,0
RBM12,Q9NTZ6,0.144,0.0491,0.0911,FALSE,FALSE,FALSE,0
RBM12B,Q8IXT5,0.0357,0.625,0.704,FALSE,FALSE,FALSE,0
RBM14,Q96PK6,0.0858,0.184,0.27,FALSE,FALSE,FALSE,0
RBM15,Q96T37,0.187,0.0067,0.0174,FALSE,FALSE,FALSE,0
RBM15B,Q8NDT2,-0.111,0.176,0.261,FALSE,FALSE,FALSE,0
RBM17,Q96I25,0.102,0.0871,0.146,FALSE,FALSE,FALSE,0
RBM18,Q96H35,0.0302,0.775,0.83,FALSE,FALSE,TRUE,8
RBM19,Q9Y4C8,0.472,6.41E-06,4.72E-05,FALSE,FALSE,FALSE,0
RBM20,Q5T481,-0.381,0.113,0.181,FALSE,FALSE,TRUE,16
RBM22,Q9NW64,0.217,0.00186,0.0058,FALSE,FALSE,FALSE,0
RBM23,Q86U06,0.19,0.36,0.459,FALSE,FALSE,TRUE,16
RBM24,Q9BX46,-0.0104,0.938,0.955,FALSE,FALSE,FALSE,0
RBM25,P49756,1.30E-05,1,1,FALSE,FALSE,FALSE,0
RBM26,Q5T8P6,0.178,0.0183,0.0404,FALSE,FALSE,FALSE,0
RBM27,Q9P2N5,0.126,0.0526,0.0965,FALSE,FALSE,FALSE,0
RBM28,Q9NW13,0.399,0.000967,0.00332,FALSE,FALSE,FALSE,0
RBM3,P98179,0.606,0.000908,0.00316,FALSE,FALSE,FALSE,0
RBM33,Q96EV2,0.196,0.00799,0.0202,FALSE,FALSE,FALSE,0
RBM34,P42696,0.611,9.32E-07,9.65E-06,FALSE,FALSE,FALSE,0
RBM39,Q14498,0.0293,0.624,0.704,FALSE,FALSE,FALSE,0
RBM4,Q9BWF3,-0.151,0.0447,0.0845,FALSE,FALSE,FALSE,0
RBM42,Q9BTD8,0.0645,0.364,0.463,FALSE,FALSE,FALSE,0
RBM43,Q6ZSC3,-0.14,0.485,0.58,FALSE,FALSE,TRUE,16
RBM45,Q8IUH3,0.105,0.104,0.169,FALSE,FALSE,FALSE,0
RBM48,Q5RL73,0.123,0.544,0.634,FALSE,FALSE,TRUE,16
RBM4B,Q9BQ04,0.211,0.218,0.308,FALSE,FALSE,FALSE,0
RBM5,P52756,0.00267,0.974,0.981,FALSE,FALSE,FALSE,0
RBM6,P78332,-0.108,0.199,0.287,FALSE,FALSE,FALSE,0
RBM7,Q9Y580,0.497,3.69E-06,2.98E-05,FALSE,FALSE,FALSE,0
RBM8A,Q9Y5S9,0.205,0.00392,0.011,FALSE,FALSE,FALSE,0
RBMS1,P29558,-0.0213,0.825,0.87,FALSE,FALSE,FALSE,0
RBMS2,Q15434,0.152,0.25,0.345,FALSE,FALSE,FALSE,0
RBMS3,Q6XE24,-0.178,0.261,0.357,FALSE,FALSE,FALSE,0
RBMX,P38159,0.0498,0.543,0.632,FALSE,FALSE,FALSE,0
RBMX2,Q9Y388,0.305,0.00332,0.00952,FALSE,FALSE,FALSE,0
RBMXL1,Q96E39,-0.00811,0.94,0.957,FALSE,FALSE,FALSE,0
RBP7,Q96R05,0.0137,0.959,0.971,FALSE,FALSE,FALSE,0
RBPJ,Q06330,0.165,0.0866,0.146,FALSE,FALSE,FALSE,0
RBPMS,Q93062,-0.314,0.0719,0.125,FALSE,FALSE,FALSE,0
RBPMS2,Q6ZRY4,-0.437,0.0447,0.0846,FALSE,FALSE,FALSE,0
RBSN,Q9H1K0,-0.324,0.000478,0.00181,FALSE,FALSE,FALSE,0
RBX1,P62877,0.168,0.0154,0.0349,FALSE,FALSE,FALSE,0
RC3H1,Q5TC82,0.167,0.0108,0.026,FALSE,FALSE,FALSE,0
RC3H2,Q9HBD1,0.0874,0.45,0.547,FALSE,FALSE,TRUE,16
RCAN1,P53805,0.0423,0.795,0.845,FALSE,FALSE,FALSE,0
RCBTB1,Q8NDN9,-0.291,0.174,0.259,FALSE,FALSE,TRUE,16
RCBTB2,O95199,0.193,0.0764,0.132,FALSE,FALSE,FALSE,0
RCC2,Q9P258,0.515,1.17E-05,7.81E-05,FALSE,FALSE,FALSE,0
RCCD1,A6NED2,0.0594,0.358,0.457,FALSE,FALSE,FALSE,0
RCHY1,Q96PM5,-0.168,0.126,0.199,FALSE,FALSE,FALSE,0
RCL1,Q9Y2P8,0.228,0.00266,0.00787,FALSE,FALSE,FALSE,0
RCN2,Q14257,0.0763,0.365,0.464,FALSE,FALSE,FALSE,0
RCN3,Q96D15,0.568,0.0573,0.104,FALSE,FALSE,FALSE,0
RCOR1,Q9UKL0,0.29,0.000163,0.000728,FALSE,FALSE,FALSE,0
RCOR3,Q9P2K3,0.0398,0.569,0.655,FALSE,FALSE,FALSE,0
RDH10,Q8IZV5,-0.0614,0.729,0.792,FALSE,FALSE,FALSE,0
RDH13,Q8NBN7,-0.0487,0.857,0.894,FALSE,FALSE,FALSE,0
RDH14,Q9HBH5,-0.242,0.00399,0.0112,FALSE,FALSE,FALSE,0
RDX,P35241,-0.681,6.59E-07,7.37E-06,FALSE,FALSE,FALSE,0
RECK,O95980,0.172,0.415,0.514,FALSE,FALSE,FALSE,0
RECQL4,O94761,-0.0107,0.977,0.983,FALSE,FALSE,TRUE,8
RECQL5,O94762,-0.0409,0.607,0.689,FALSE,FALSE,FALSE,0
REEP1,Q9H902,-0.568,0.0746,0.129,FALSE,FALSE,TRUE,16
REEP3,Q6NUK4,0.0368,0.758,0.817,FALSE,FALSE,FALSE,0
REEP4,Q9H6H4,0.592,0.00702,0.018,FALSE,FALSE,FALSE,0
REEP5,Q00765,-0.0975,0.543,0.633,FALSE,FALSE,FALSE,0
REG3A,Q06141,-0.724,0.303,0.401,FALSE,FALSE,TRUE,16
REL,Q04864,0.426,0.00164,0.0052,FALSE,FALSE,FALSE,0
RELA,Q04206,0.276,0.00181,0.00566,FALSE,FALSE,FALSE,0
RELB,Q01201,0.675,1.47E-05,9.44E-05,FALSE,FALSE,FALSE,0
RELCH,Q9P260,-0.231,0.0262,0.0544,FALSE,FALSE,FALSE,0
RELL1,Q8IUW5,0.394,0.000136,0.000618,FALSE,FALSE,FALSE,0
RELN,P78509,-0.0828,0.864,0.9,FALSE,FALSE,TRUE,16
REM1,O75628,-0.0499,0.857,0.895,FALSE,FALSE,TRUE,16
REN,P00797,-0.961,0.0641,0.113,FALSE,FALSE,FALSE,0
REPIN1,Q9BWE0,-0.159,0.306,0.404,FALSE,FALSE,FALSE,0
REPS1,Q96D71,-0.244,0.0084,0.021,FALSE,FALSE,FALSE,0
REPS2,Q8NFH8,-0.28,0.181,0.266,FALSE,FALSE,FALSE,0
RER1,O15258,0.117,0.403,0.502,FALSE,FALSE,FALSE,0
RERE,Q9P2R6,-0.054,0.563,0.65,FALSE,FALSE,FALSE,0
RERG,Q96A58,-0.0834,0.668,0.742,FALSE,FALSE,FALSE,0
RESF1,Q9HCM1,0.526,0.107,0.174,FALSE,FALSE,TRUE,8
REST,Q13127,0.0609,0.734,0.795,FALSE,FALSE,FALSE,0
RETREG1,Q9H6L5,0.0482,0.861,0.898,FALSE,FALSE,TRUE,16
RETREG2,Q8NC44,0.241,0.0893,0.15,FALSE,FALSE,FALSE,0
RETREG3,Q86VR2,0.381,0.00974,0.0238,FALSE,FALSE,FALSE,0
REV3L,O60673,0.0134,0.934,0.952,FALSE,FALSE,TRUE,16
REX1BD,Q96EN9,0.162,0.367,0.467,FALSE,FALSE,TRUE,16
REXO2,Q9Y3B8,-0.484,0.000129,0.000594,FALSE,FALSE,FALSE,0
RFC1,P35251,0.0661,0.375,0.473,FALSE,FALSE,FALSE,0
RFC2,P35250,0.26,0.00303,0.00882,FALSE,FALSE,FALSE,0
RFC3,P40938,0.101,0.256,0.351,FALSE,FALSE,FALSE,0
RFC4,P35249,0.242,0.00396,0.0111,FALSE,FALSE,FALSE,0
RFC5,P40937,0.257,0.00563,0.015,FALSE,FALSE,FALSE,0
RFFL,Q8WZ73,-0.103,0.551,0.64,FALSE,FALSE,FALSE,0
RFK,Q969G6,-0.577,4.66E-08,8.74E-07,FALSE,FALSE,FALSE,0
RFLNA,Q6ZTI6,-0.114,0.591,0.675,FALSE,FALSE,TRUE,8
RFT1,Q96AA3,0.109,0.316,0.414,FALSE,FALSE,FALSE,0
RFTN1,Q14699,0.138,0.437,0.535,FALSE,FALSE,FALSE,0
RFX1,P22670,0.208,0.00598,0.0158,FALSE,FALSE,FALSE,0
RFX3,P48380,0.371,0.123,0.195,FALSE,FALSE,TRUE,16
RFX5,P48382,-0.0337,0.66,0.735,FALSE,FALSE,FALSE,0
RFXANK,O14593,0.164,0.0287,0.0586,FALSE,FALSE,FALSE,0
RFXAP,O00287,0.243,0.0157,0.0355,FALSE,FALSE,FALSE,0
RGCC,Q9H4X1,0.326,0.131,0.204,FALSE,FALSE,FALSE,0
RGL1,Q9NZL6,0.347,0.000408,0.00158,FALSE,FALSE,FALSE,0
RGL2,O15211,0.237,0.00568,0.0151,FALSE,FALSE,FALSE,0
RGL3,Q3MIN7,-0.387,0.000307,0.00124,FALSE,FALSE,FALSE,0
RGP1,Q92546,0.544,0.00329,0.00947,FALSE,FALSE,TRUE,16
RGPD3,A6NKT7,0.0613,0.581,0.666,FALSE,FALSE,FALSE,0
RGS12,O14924,0.652,5.74E-05,0.000297,FALSE,FALSE,FALSE,0
RGS3,P49796,0.377,0.00206,0.00632,FALSE,FALSE,FALSE,0
RGS5,O15539,0.387,0.141,0.217,FALSE,FALSE,TRUE,8
RHBDD3,Q9Y3P4,0.431,0.0635,0.113,FALSE,FALSE,TRUE,8
RHBDF1,Q96CC6,-0.356,0.0168,0.0375,FALSE,FALSE,FALSE,0
RHBDF2,Q6PJF5,0.573,0.00021,9.00E-04,FALSE,FALSE,FALSE,0
RHBDL2,Q9NX52,1.03,0.0338,0.0671,FALSE,FALSE,TRUE,16
RHCG,Q9UBD6,-0.00699,0.968,0.977,FALSE,FALSE,FALSE,0
RHEB,Q15382,0.181,0.154,0.234,FALSE,FALSE,FALSE,0
RHOA,P61586,0.0895,0.238,0.332,FALSE,FALSE,FALSE,0
RHOB,P62745,0.333,0.0907,0.151,FALSE,FALSE,FALSE,0
RHOBTB3,O94955,0.621,0.101,0.165,FALSE,FALSE,TRUE,16
RHOC,P08134,-0.0183,0.884,0.916,FALSE,FALSE,FALSE,0
RHOF,Q9HBH0,-0.577,0.000483,0.00182,FALSE,FALSE,FALSE,0
RHOG,P84095,0.599,0.000108,0.000512,FALSE,FALSE,FALSE,0
RHOQ,P17081,0.0792,0.455,0.551,FALSE,FALSE,FALSE,0
RHOT2,Q8IXI1,-0.547,4.72E-05,0.000253,FALSE,FALSE,FALSE,0
RHPN2,Q8IUC4,0.195,0.278,0.374,FALSE,FALSE,FALSE,0
RIC8A,Q9NPQ8,0.4,5.44E-06,4.12E-05,FALSE,FALSE,FALSE,0
RIC8B,Q9NVN3,0.298,0.0971,0.16,FALSE,FALSE,TRUE,16
RICTOR,Q6R327,-0.316,2.56E-06,2.19E-05,FALSE,FALSE,FALSE,0
RIF1,Q5UIP0,0.437,6.87E-05,0.000345,FALSE,FALSE,FALSE,0
RILP,Q96NA2,-0.166,0.159,0.24,FALSE,FALSE,FALSE,0
RILPL1,Q5EBL4,0.244,0.0277,0.0568,FALSE,FALSE,FALSE,0
RILPL2,Q969X0,0.236,0.0211,0.0455,FALSE,FALSE,FALSE,0
RIMKLB,Q9ULI2,0.431,0.183,0.269,FALSE,FALSE,TRUE,16
RIN1,Q13671,0.691,0.00656,0.0171,FALSE,FALSE,FALSE,0
RIN2,Q8WYP3,0.314,0.000928,0.00322,FALSE,FALSE,FALSE,0
RIN3,Q8TB24,0.485,0.000196,0.000846,FALSE,FALSE,FALSE,0
RING1,Q06587,0.0653,0.33,0.429,FALSE,FALSE,FALSE,0
RINL,Q6ZS11,0.35,0.179,0.263,FALSE,FALSE,TRUE,16
RINT1,Q6NUQ1,-0.114,0.166,0.248,FALSE,FALSE,FALSE,0
RIOK1,Q9BRS2,0.467,2.18E-06,1.90E-05,FALSE,FALSE,FALSE,0
RIOK3,O14730,0.438,7.56E-06,5.42E-05,FALSE,FALSE,FALSE,0
RIOX1,Q9H6W3,0.0342,0.658,0.734,FALSE,FALSE,FALSE,0
RIOX2,Q8IUF8,-0.688,2.31E-06,2.01E-05,FALSE,FALSE,FALSE,0
RIPK1,Q13546,0.114,0.112,0.179,FALSE,FALSE,FALSE,0
RIPK2,O43353,0.697,5.72E-06,4.30E-05,FALSE,FALSE,FALSE,0
RIPK3,Q9Y572,0.463,0.0522,0.0957,FALSE,FALSE,TRUE,8
RIPK4,P57078,0.357,0.07,0.123,FALSE,FALSE,FALSE,0
RIPOR1,Q6ZS17,0.0172,0.79,0.842,FALSE,FALSE,FALSE,0
RIPOR3,Q96MK2,-0.824,0.0719,0.125,FALSE,FALSE,TRUE,16
RIT1,Q92963,-0.26,0.021,0.0453,FALSE,FALSE,FALSE,0
RITA1,Q96K30,-0.0728,0.735,0.797,FALSE,FALSE,TRUE,16
RLF,Q13129,0.424,0.279,0.375,FALSE,FALSE,TRUE,16
RLIM,Q9NVW2,0.0679,0.608,0.69,FALSE,FALSE,TRUE,8
RMC1,Q96DM3,0.0406,0.601,0.684,FALSE,FALSE,FALSE,0
RMDN1,Q96DB5,-0.307,0.0126,0.0295,FALSE,FALSE,FALSE,0
RMDN3,Q96TC7,-0.0836,0.399,0.498,FALSE,FALSE,FALSE,0
RMND5A,Q9H871,0.0216,0.724,0.788,FALSE,FALSE,FALSE,0
RNASE3,P12724,0.635,0.101,0.166,FALSE,FALSE,FALSE,0
RNASE4,P34096,-0.463,0.00545,0.0146,FALSE,FALSE,FALSE,0
RNASEH1,O60930,0.228,0.421,0.52,FALSE,FALSE,TRUE,16
RNASEH2A,O75792,0.574,4.28E-06,3.37E-05,FALSE,FALSE,FALSE,0
RNASEH2B,Q5TBB1,0.525,0.000435,0.00167,FALSE,FALSE,FALSE,0
RNASEH2C,Q8TDP1,0.567,7.77E-06,5.53E-05,FALSE,FALSE,FALSE,0
RNASEL,Q05823,0.179,0.0369,0.0721,FALSE,FALSE,FALSE,0
RNASET2,O00584,-0.0261,0.903,0.929,FALSE,FALSE,FALSE,0
RNF10,Q8N5U6,0.266,0.0448,0.0848,FALSE,FALSE,TRUE,16
RNF11,Q9Y3C5,-0.117,0.373,0.472,FALSE,FALSE,FALSE,0
RNF113A,O15541,0.357,0.000318,0.00127,FALSE,FALSE,FALSE,0
RNF114,Q9Y508,-0.029,0.782,0.836,FALSE,FALSE,FALSE,0
RNF115,Q9Y4L5,0.016,0.896,0.924,FALSE,FALSE,FALSE,0
RNF121,Q9H920,-0.39,0.0585,0.105,FALSE,FALSE,FALSE,0
RNF123,Q5XPI4,0.116,0.371,0.47,FALSE,FALSE,FALSE,0
RNF126,Q9BV68,0.064,0.586,0.67,FALSE,FALSE,FALSE,0
RNF13,O43567,-0.644,0.00179,0.00561,FALSE,FALSE,FALSE,0
RNF135,Q8IUD6,0.429,0.000151,0.00068,FALSE,FALSE,FALSE,0
RNF139,Q8WU17,0.317,0.119,0.189,FALSE,FALSE,TRUE,16
RNF14,Q9UBS8,0.212,0.118,0.187,FALSE,FALSE,FALSE,0
RNF141,Q8WVD5,0.00363,0.983,0.988,FALSE,FALSE,TRUE,16
RNF146,Q9NTX7,-0.284,0.0413,0.0791,FALSE,FALSE,FALSE,0
RNF149,Q8NC42,0.225,0.21,0.3,FALSE,FALSE,TRUE,16
RNF166,Q96A37,0.614,9.23E-07,9.58E-06,FALSE,FALSE,FALSE,0
RNF167,Q9H6Y7,-0.263,0.0416,0.0796,FALSE,FALSE,FALSE,0
RNF168,Q8IYW5,0.192,0.323,0.421,FALSE,FALSE,TRUE,16
RNF169,Q8NCN4,0.0043,0.957,0.969,FALSE,FALSE,FALSE,0
RNF170,Q96K19,0.185,0.208,0.297,FALSE,FALSE,FALSE,0
RNF181,Q9P0P0,0.189,0.0961,0.159,FALSE,FALSE,FALSE,0
RNF185,Q96GF1,-0.286,0.0353,0.0697,FALSE,FALSE,FALSE,0
RNF187,Q5TA31,0.241,0.0772,0.133,FALSE,FALSE,FALSE,0
RNF2,Q99496,0.256,0.0121,0.0286,FALSE,FALSE,FALSE,0
RNF20,Q5VTR2,0.0631,0.415,0.514,FALSE,FALSE,FALSE,0
RNF213,Q63HN8,0.581,4.34E-05,0.000235,FALSE,FALSE,FALSE,0
RNF214,Q8ND24,-0.0855,0.158,0.239,FALSE,FALSE,FALSE,0
RNF216,Q9NWF9,0.314,0.368,0.467,FALSE,FALSE,TRUE,16
RNF220,Q5VTB9,0.369,0.00378,0.0107,FALSE,FALSE,FALSE,0
RNF25,Q96BH1,0.0526,0.503,0.597,FALSE,FALSE,FALSE,0
RNF26,Q9BY78,-0.489,0.215,0.305,FALSE,FALSE,TRUE,16
RNF31,Q96EP0,0.0233,0.706,0.773,FALSE,FALSE,FALSE,0
RNF34,Q969K3,0.00241,0.996,0.997,FALSE,FALSE,TRUE,16
RNF4,P78317,-0.0262,0.93,0.95,FALSE,FALSE,FALSE,0
RNF40,O75150,0.0699,0.238,0.331,FALSE,FALSE,FALSE,0
RNF41,Q9H4P4,0.173,0.123,0.195,FALSE,FALSE,FALSE,0
RNF5,Q99942,-0.238,0.0776,0.133,FALSE,FALSE,FALSE,0
RNF6,Q9Y252,0.323,0.0448,0.0847,FALSE,FALSE,TRUE,16
RNF7,Q9UBF6,0.00365,0.966,0.975,FALSE,FALSE,FALSE,0
RNGTT,O60942,0.233,0.00365,0.0104,FALSE,FALSE,FALSE,0
RNH1,P13489,-0.107,0.323,0.421,FALSE,FALSE,FALSE,0
RNLS,Q5VYX0,-0.498,0.00133,0.00438,FALSE,FALSE,FALSE,0
RNMT,O43148,0.306,0.00433,0.012,FALSE,FALSE,FALSE,0
RNPC3,Q96LT9,0.0744,0.342,0.441,FALSE,FALSE,FALSE,0
RNPEP,Q9H4A4,0.16,0.103,0.168,FALSE,FALSE,FALSE,0
RNPEPL1,Q9HAU8,0.254,0.575,0.661,FALSE,FALSE,TRUE,16
RNPS1,Q15287,0.0639,0.333,0.432,FALSE,FALSE,FALSE,0
RO60,P10155,0.0177,0.773,0.828,FALSE,FALSE,FALSE,0
ROBO1,Q9Y6N7,0.322,0.19,0.277,FALSE,FALSE,TRUE,8
ROCK1,Q13464,0.151,0.0192,0.042,FALSE,FALSE,FALSE,0
ROCK2,O75116,0.0612,0.418,0.516,FALSE,FALSE,FALSE,0
ROR1,Q01973,-0.513,0.099,0.163,FALSE,FALSE,FALSE,0
ROR2,Q01974,1.31,0.0305,0.0616,FALSE,FALSE,TRUE,16
RORA,P35398,0.305,0.587,0.671,FALSE,FALSE,TRUE,16
RP2,O75695,0.652,3.33E-08,6.87E-07,FALSE,FALSE,FALSE,0
RP9,Q8TA86,0.234,0.112,0.179,FALSE,FALSE,FALSE,0
RPA1,P27694,0.425,4.13E-05,0.000226,FALSE,FALSE,FALSE,0
RPA2,P15927,0.444,2.61E-06,2.22E-05,FALSE,FALSE,FALSE,0
RPA3,P35244,0.412,4.25E-05,0.000231,FALSE,FALSE,FALSE,0
RPAIN,Q86UA6,0.154,0.213,0.304,FALSE,FALSE,FALSE,0
RPAP1,Q9BWH6,0.243,0.00371,0.0105,FALSE,FALSE,FALSE,0
RPAP2,Q8IXW5,0.349,0.00386,0.0109,FALSE,FALSE,FALSE,0
RPAP3,Q9H6T3,-0.0924,0.217,0.308,FALSE,FALSE,FALSE,0
RPE,Q96AT9,0.0576,0.469,0.565,FALSE,FALSE,FALSE,0
RPF1,Q9H9Y2,0.103,0.423,0.521,FALSE,FALSE,TRUE,8
RPF2,Q9H7B2,0.577,1.31E-05,8.61E-05,FALSE,FALSE,FALSE,0
RPGRIP1L,Q68CZ1,0.501,0.133,0.207,FALSE,FALSE,TRUE,16
RPIA,P49247,0.463,0.0254,0.0529,FALSE,FALSE,FALSE,0
RPL10,P27635,0.202,0.0357,0.0703,FALSE,FALSE,FALSE,0
RPL10A,P62906,0.225,0.0132,0.0307,FALSE,FALSE,FALSE,0
RPL11,P62913,0.168,0.0509,0.094,FALSE,FALSE,FALSE,0
RPL12,P30050,0.224,0.0132,0.0306,FALSE,FALSE,FALSE,0
RPL13,P26373,0.669,0.000431,0.00165,FALSE,FALSE,FALSE,0
RPL13A,P40429,0.673,0.000811,0.00287,FALSE,FALSE,FALSE,0
RPL14,P50914,0.349,0.0447,0.0846,FALSE,FALSE,FALSE,0
RPL15,P61313,0.534,0.000452,0.00172,FALSE,FALSE,FALSE,0
RPL17,P18621,0.275,0.0292,0.0595,FALSE,FALSE,FALSE,0
RPL18,Q07020,0.428,0.00161,0.00512,FALSE,FALSE,FALSE,0
RPL18A,Q02543,0.369,0.00662,0.0172,FALSE,FALSE,FALSE,0
RPL19,P84098,0.476,0.00993,0.0242,FALSE,FALSE,FALSE,0
RPL21,P46778,0.371,0.000734,0.00262,FALSE,FALSE,FALSE,0
RPL22,P35268,0.183,0.0579,0.104,FALSE,FALSE,FALSE,0
RPL22L1,Q6P5R6,0.42,0.0334,0.0664,FALSE,FALSE,FALSE,0
RPL23,P62829,0.116,0.195,0.282,FALSE,FALSE,FALSE,0
RPL23A,P62750,0.699,0.000164,0.000731,FALSE,FALSE,FALSE,0
RPL24,P83731,0.527,0.00147,0.00475,FALSE,FALSE,FALSE,0
RPL26,P61254,0.399,0.00375,0.0106,FALSE,FALSE,FALSE,0
RPL26L1,Q9UNX3,0.205,0.0392,0.0758,FALSE,FALSE,FALSE,0
RPL27,P61353,0.442,0.00348,0.00992,FALSE,FALSE,FALSE,0
RPL27A,P46776,0.475,0.0012,0.00399,FALSE,FALSE,FALSE,0
RPL28,P46779,0.393,0.0246,0.0517,FALSE,FALSE,FALSE,0
RPL3,P39023,0.574,0.000207,0.000887,FALSE,FALSE,FALSE,0
RPL30,P62888,0.109,0.314,0.412,FALSE,FALSE,FALSE,0
RPL31,P62899,0.246,0.0496,0.0918,FALSE,FALSE,FALSE,0
RPL32,P62910,0.639,0.000385,0.0015,FALSE,FALSE,FALSE,0
RPL34,P49207,0.454,0.0353,0.0696,FALSE,FALSE,FALSE,0
RPL35A,P18077,0.147,0.203,0.293,FALSE,FALSE,FALSE,0
RPL36,Q9Y3U8,0.507,0.000414,0.0016,FALSE,FALSE,FALSE,0
RPL36AL,Q969Q0,0.508,0.00775,0.0196,FALSE,FALSE,FALSE,0
RPL37,P61927,1.17,0.0308,0.0622,FALSE,FALSE,TRUE,1
RPL37A,P61513,0.187,0.193,0.28,FALSE,FALSE,FALSE,0
RPL38,P63173,0.675,0.00163,0.00518,FALSE,FALSE,FALSE,0
RPL39,P62891,0.234,0.22,0.311,FALSE,FALSE,FALSE,0
RPL5,P46777,0.431,0.00123,0.00408,FALSE,FALSE,FALSE,0
RPL7,P18124,0.594,0.000265,0.00109,FALSE,FALSE,FALSE,0
RPL7A,P62424,0.388,0.00361,0.0102,FALSE,FALSE,FALSE,0
RPL7L1,Q6DKI1,0.452,0.000509,0.00191,FALSE,FALSE,FALSE,0
RPL8,P62917,0.407,0.00203,0.00623,FALSE,FALSE,FALSE,0
RPL9,P32969,-0.0279,0.757,0.816,FALSE,FALSE,FALSE,0
RPLP0,P05388,0.0249,0.772,0.828,FALSE,FALSE,FALSE,0
RPLP1,P05386,0.0678,0.514,0.607,FALSE,FALSE,FALSE,0
RPLP2,P05387,0.184,0.077,0.132,FALSE,FALSE,FALSE,0
RPN1,P04843,0.416,0.000935,0.00323,FALSE,FALSE,FALSE,0
RPN2,P04844,0.559,4.86E-05,0.000258,FALSE,FALSE,FALSE,0
RPP14,O95059,0.171,0.127,0.199,FALSE,FALSE,FALSE,0
RPP21,Q9H633,0.0069,0.959,0.971,FALSE,FALSE,FALSE,0
RPP25,Q9BUL9,-0.201,0.31,0.408,FALSE,FALSE,FALSE,0
RPP25L,Q8N5L8,0.283,0.0124,0.0292,FALSE,FALSE,FALSE,0
RPP30,P78346,0.137,0.0552,0.1,FALSE,FALSE,FALSE,0
