Gene Name,Protein IDs,Tumor_vs_Normal_log2 fold change,Tumor_vs_Normal_p.val,Tumor_vs_Normal_p.adj,significant,Tumor_vs_Normal_significant,imputed,num_NAs
PRKN,O60260,-0.614,0.00186,0.00579,FALSE,FALSE,FALSE,0
PRKRA,O75569,-0.118,0.0837,0.142,FALSE,FALSE,FALSE,0
PRKRIP1,Q9H875,0.592,4.73E-06,3.68E-05,FALSE,FALSE,FALSE,0
PRKX,P51817,-0.0141,0.935,0.953,FALSE,FALSE,TRUE,16
PRMT1,Q99873,0.25,0.0111,0.0266,FALSE,FALSE,FALSE,0
PRMT3,O60678,0.404,0.000247,0.00103,FALSE,FALSE,FALSE,0
PRMT5,O14744,0.104,0.26,0.355,FALSE,FALSE,FALSE,0
PRMT6,Q96LA8,-0.586,0.0077,0.0195,FALSE,FALSE,FALSE,0
PRMT7,Q9NVM4,0.281,0.0122,0.0287,FALSE,FALSE,FALSE,0
PRMT9,Q6P2P2,-0.323,0.00229,0.00691,FALSE,FALSE,FALSE,0
PRNP,P04156,-0.0916,0.576,0.662,FALSE,FALSE,FALSE,0
PROC,P04070,-0.29,0.256,0.352,FALSE,FALSE,FALSE,0
PROCR,Q9UNN8,0.615,0.000704,0.00254,FALSE,FALSE,FALSE,0
PROS1,P07225,0.228,0.455,0.551,FALSE,FALSE,FALSE,0
PROSER1,Q86XN7,-0.0382,0.815,0.862,FALSE,FALSE,TRUE,8
PROSER2,Q86WR7,-0.187,0.366,0.465,FALSE,FALSE,FALSE,0
PROX1,Q92786,0.388,0.52,0.613,FALSE,FALSE,TRUE,16
PROZ,P22891,-0.0067,0.981,0.986,FALSE,FALSE,FALSE,0
PRPF18,Q99633,-0.0345,0.581,0.666,FALSE,FALSE,FALSE,0
PRPF19,Q9UMS4,0.184,0.00508,0.0137,FALSE,FALSE,FALSE,0
PRPF3,O43395,0.11,0.0903,0.151,FALSE,FALSE,FALSE,0
PRPF31,Q8WWY3,0.201,0.00959,0.0235,FALSE,FALSE,FALSE,0
PRPF38A,Q8NAV1,-0.0616,0.406,0.505,FALSE,FALSE,FALSE,0
PRPF38B,Q5VTL8,0.51,6.09E-05,0.000312,FALSE,FALSE,FALSE,0
PRPF39,Q86UA1,-0.012,0.832,0.874,FALSE,FALSE,FALSE,0
PRPF4,O43172,0.0876,0.236,0.329,FALSE,FALSE,FALSE,0
PRPF40A,O75400,0.146,0.0677,0.119,FALSE,FALSE,FALSE,0
PRPF40B,Q6NWY9,-0.219,0.235,0.328,FALSE,FALSE,FALSE,0
PRPF4B,Q13523,-0.0447,0.535,0.626,FALSE,FALSE,FALSE,0
PRPF6,O94906,0.157,0.0573,0.104,FALSE,FALSE,FALSE,0
PRPF8,Q6P2Q9,0.129,0.0772,0.133,FALSE,FALSE,FALSE,0
PRPS1,P60891,0.455,0.000387,0.00151,FALSE,FALSE,FALSE,0
PRPS2,P11908,-0.122,0.429,0.527,FALSE,FALSE,FALSE,0
PRPSAP1,Q14558,0.409,0.000331,0.00132,FALSE,FALSE,FALSE,0
PRPSAP2,O60256,0.483,0.000167,0.000742,FALSE,FALSE,FALSE,0
PRR12,Q9ULL5,0.0147,0.878,0.911,FALSE,FALSE,FALSE,0
PRR14,Q9BWN1,0.511,9.91E-05,0.000472,FALSE,FALSE,FALSE,0
PRR14L,Q5THK1,-0.468,0.0137,0.0316,FALSE,FALSE,TRUE,16
PRR15L,Q9BU68,0.0837,0.761,0.819,FALSE,FALSE,TRUE,16
PRR5,P85299,-0.623,1.16E-05,7.77E-05,FALSE,FALSE,FALSE,0
PRRC1,Q96M27,0.214,0.0491,0.0912,FALSE,FALSE,FALSE,0
PRRC2A,P48634,-0.106,0.106,0.172,FALSE,FALSE,FALSE,0
PRRC2B,Q5JSZ5,-0.116,0.139,0.216,FALSE,FALSE,FALSE,0
PRRC2C,Q9Y520,0.141,0.0683,0.12,FALSE,FALSE,FALSE,0
PRRG1,O14668,1.33,0.112,0.179,FALSE,FALSE,TRUE,16
PRRX1,P54821,0.263,0.536,0.627,FALSE,FALSE,TRUE,16
PRSS1,P07477,0.118,0.289,0.387,FALSE,FALSE,FALSE,0
PRSS2,P07478,0.154,0.517,0.609,FALSE,FALSE,TRUE,16
PRSS23,O95084,-0.635,0.0394,0.0762,FALSE,FALSE,FALSE,0
PRSS57,Q6UWY2,1.32,0.127,0.199,FALSE,FALSE,TRUE,16
PRSS8,Q16651,0.0805,0.611,0.692,FALSE,FALSE,FALSE,0
PRTFDC1,Q9NRG1,-0.0202,0.908,0.933,FALSE,FALSE,FALSE,0
PRTN3,P24158,0.584,0.128,0.201,FALSE,FALSE,FALSE,0
PRUNE1,Q86TP1,-0.0176,0.842,0.883,FALSE,FALSE,FALSE,0
PRUNE2,Q8WUY3,0.648,0.00694,0.0179,FALSE,FALSE,FALSE,0
PRXL2A,Q9BRX8,-0.328,0.0501,0.0927,FALSE,FALSE,FALSE,0
PRXL2B,Q8TBF2,-0.33,0.000695,0.00251,FALSE,FALSE,FALSE,0
PRXL2C,Q7RTV5,0.184,0.644,0.721,FALSE,FALSE,TRUE,16
PSAP,P07602,-0.141,0.522,0.614,FALSE,FALSE,FALSE,0
PSD3,Q9NYI0,0.0469,0.879,0.911,FALSE,FALSE,TRUE,16
PSD4,Q8NDX1,0.642,0.00769,0.0195,FALSE,FALSE,TRUE,8
PSEN1,P49768,-0.022,0.813,0.86,FALSE,FALSE,FALSE,0
PSIP1,O75475,0.0252,0.787,0.84,FALSE,FALSE,FALSE,0
PSMA1,P25786,0.338,1.87E-06,1.69E-05,FALSE,FALSE,FALSE,0
PSMA2,P25787,0.323,3.65E-06,2.96E-05,FALSE,FALSE,FALSE,0
PSMA3,P25788,0.241,0.000607,0.00222,FALSE,FALSE,FALSE,0
PSMA4,P25789,0.202,0.00331,0.0095,FALSE,FALSE,FALSE,0
PSMA5,P28066,0.356,3.85E-07,4.84E-06,FALSE,FALSE,FALSE,0
PSMA6,P60900,0.341,8.14E-06,5.74E-05,FALSE,FALSE,FALSE,0
PSMA7,O14818,0.3,1.38E-06,1.34E-05,FALSE,FALSE,FALSE,0
PSMB1,P20618,0.307,2.04E-05,0.000124,FALSE,FALSE,FALSE,0
PSMB2,P49721,0.296,5.61E-05,0.000291,FALSE,FALSE,FALSE,0
PSMB3,P49720,0.128,0.147,0.225,FALSE,FALSE,FALSE,0
PSMB4,P28070,0.268,0.000198,0.000855,FALSE,FALSE,FALSE,0
PSMB6,P28072,-0.658,1.56E-05,9.94E-05,FALSE,FALSE,FALSE,0
PSMB7,Q99436,-0.226,0.0311,0.0627,FALSE,FALSE,FALSE,0
PSMC1,P62191,0.196,0.00052,0.00195,FALSE,FALSE,FALSE,0
PSMC2,P35998,0.147,0.00556,0.0148,FALSE,FALSE,FALSE,0
PSMC3,P17980,0.205,0.000217,0.000926,FALSE,FALSE,FALSE,0
PSMC4,P43686,0.163,0.00417,0.0116,FALSE,FALSE,FALSE,0
PSMC5,P62195,0.219,0.000123,0.000571,FALSE,FALSE,FALSE,0
PSMC6,P62333,0.171,0.000844,0.00297,FALSE,FALSE,FALSE,0
PSMD1,Q99460,0.14,0.0121,0.0285,FALSE,FALSE,FALSE,0
PSMD10,O75832,0.444,3.87E-09,1.31E-07,FALSE,FALSE,FALSE,0
PSMD11,O00231,0.0898,0.106,0.172,FALSE,FALSE,FALSE,0
PSMD12,O00232,0.375,6.76E-06,4.92E-05,FALSE,FALSE,FALSE,0
PSMD13,Q9UNM6,0.179,0.00161,0.00511,FALSE,FALSE,FALSE,0
PSMD14,O00487,0.176,0.00511,0.0138,FALSE,FALSE,FALSE,0
PSMD2,Q13200,0.122,0.0448,0.0847,FALSE,FALSE,FALSE,0
PSMD3,O43242,0.226,0.000126,0.000579,FALSE,FALSE,FALSE,0
PSMD4,P55036,0.184,0.00342,0.00975,FALSE,FALSE,FALSE,0
PSMD5,Q16401,0.217,0.0526,0.0965,FALSE,FALSE,FALSE,0
PSMD6,Q15008,0.203,0.00093,0.00322,FALSE,FALSE,FALSE,0
PSMD7,P51665,0.152,0.0203,0.0441,FALSE,FALSE,FALSE,0
PSMD8,P48556,0.214,0.000988,0.00338,FALSE,FALSE,FALSE,0
PSMD9,O00233,0.0379,0.55,0.639,FALSE,FALSE,FALSE,0
PSME1,Q06323,0.3,0.00435,0.012,FALSE,FALSE,FALSE,0
PSME2,Q9UL46,0.685,2.65E-06,2.26E-05,FALSE,FALSE,FALSE,0
PSME3,P61289,-0.172,0.102,0.167,FALSE,FALSE,FALSE,0
PSME3IP1,Q9GZU8,0.0781,0.302,0.4,FALSE,FALSE,FALSE,0
PSME4,Q14997,0.088,0.455,0.551,FALSE,FALSE,FALSE,0
PSMF1,Q92530,0.412,0.000131,0.000602,FALSE,FALSE,FALSE,0
PSMG1,O95456,-0.155,0.193,0.28,FALSE,FALSE,FALSE,0
PSMG2,Q969U7,-0.268,0.0279,0.0572,FALSE,FALSE,FALSE,0
PSMG3,Q9BT73,-0.177,0.173,0.257,FALSE,FALSE,FALSE,0
PSMG4,Q5JS54,-0.199,0.111,0.179,FALSE,FALSE,FALSE,0
PSPC1,Q8WXF1,-0.224,0.00534,0.0143,FALSE,FALSE,FALSE,0
PSPH,P78330,0.0942,0.647,0.724,FALSE,FALSE,FALSE,0
PSTPIP1,O43586,0.622,0.0109,0.0262,FALSE,FALSE,FALSE,0
PSTPIP2,Q9H939,0.696,0.00106,0.00358,FALSE,FALSE,FALSE,0
PTAR1,Q7Z6K3,0.0262,0.789,0.842,FALSE,FALSE,FALSE,0
PTBP1,P26599,0.0652,0.214,0.305,FALSE,FALSE,FALSE,0
PTBP2,Q9UKA9,-0.677,0.00435,0.012,FALSE,FALSE,FALSE,0
PTBP3,O95758,-0.196,0.00362,0.0103,FALSE,FALSE,FALSE,0
PTCD1,O75127,-0.668,8.46E-07,8.97E-06,FALSE,FALSE,FALSE,0
PTCD2,Q8WV60,-0.242,0.207,0.297,FALSE,FALSE,FALSE,0
PTDSS1,P48651,0.414,0.0638,0.113,FALSE,FALSE,FALSE,0
PTDSS2,Q9BVG9,-0.186,0.086,0.145,FALSE,FALSE,FALSE,0
PTEN,P60484,-0.348,0.000342,0.00135,FALSE,FALSE,FALSE,0
PTER,Q96BW5,-0.229,0.374,0.473,FALSE,FALSE,FALSE,0
PTF1A,Q7RTS3,0.062,0.76,0.818,FALSE,FALSE,TRUE,16
PTGES3,Q15185,0.084,0.37,0.469,FALSE,FALSE,FALSE,0
PTGFRN,Q9P2B2,0.168,0.398,0.497,FALSE,FALSE,FALSE,0
PTGIS,Q16647,0.292,0.483,0.579,FALSE,FALSE,FALSE,0
PTGR2,Q8N8N7,-0.188,0.195,0.282,FALSE,FALSE,FALSE,0
PTK2,Q05397,-0.0481,0.676,0.749,FALSE,FALSE,FALSE,0
PTK2B,Q14289,0.0528,0.729,0.792,FALSE,FALSE,FALSE,0
PTK7,Q13308,-0.666,0.00298,0.00868,FALSE,FALSE,FALSE,0
PTMA,P06454,0.417,0.00362,0.0103,FALSE,FALSE,FALSE,0
PTMS,P20962,0.496,0.000379,0.00148,FALSE,FALSE,FALSE,0
PTOV1,Q86YD1,0.0274,0.939,0.956,FALSE,FALSE,TRUE,16
PTP4A1,Q93096,-0.227,0.298,0.396,FALSE,FALSE,TRUE,8
PTP4A2,Q12974,-0.276,0.00427,0.0118,FALSE,FALSE,FALSE,0
PTPA,Q15257,-0.0899,0.267,0.363,FALSE,FALSE,FALSE,0
PTPDC1,A2A3K4,0.249,0.155,0.235,FALSE,FALSE,TRUE,16
PTPN1,P18031,0.353,0.0142,0.0326,FALSE,FALSE,FALSE,0
PTPN11,Q06124,0.143,0.0996,0.164,FALSE,FALSE,FALSE,0
PTPN14,Q15678,0.0232,0.842,0.882,FALSE,FALSE,FALSE,0
PTPN18,Q99952,0.594,0.0374,0.073,FALSE,FALSE,FALSE,0
PTPN2,P17706,0.265,0.0152,0.0345,FALSE,FALSE,FALSE,0
PTPN21,Q16825,-0.0883,0.39,0.488,FALSE,FALSE,FALSE,0
PTPN23,Q9H3S7,-0.337,2.58E-06,2.20E-05,FALSE,FALSE,FALSE,0
PTPN3,P26045,-0.443,0.00263,0.00781,FALSE,FALSE,FALSE,0
PTPN7,P35236,0.507,0.0495,0.0916,FALSE,FALSE,FALSE,0
PTPN9,P43378,0.0371,0.56,0.647,FALSE,FALSE,FALSE,0
PTPRA,P18433,-0.114,0.0916,0.152,FALSE,FALSE,FALSE,0
PTPRB,P23467,0.153,0.106,0.172,FALSE,FALSE,FALSE,0
PTPRF,P10586,-0.491,0.000164,0.00073,FALSE,FALSE,FALSE,0
PTPRG,P23470,-0.303,0.0197,0.0429,FALSE,FALSE,FALSE,0
PTPRJ,Q12913,0.0308,0.834,0.876,FALSE,FALSE,FALSE,0
PTPRK,Q15262,-0.199,0.158,0.239,FALSE,FALSE,FALSE,0
PTPRM,P28827,0.236,0.0539,0.0982,FALSE,FALSE,FALSE,0
PTPRS,Q13332,-0.534,3.83E-05,0.000211,FALSE,FALSE,FALSE,0
PTPRU,Q92729,0.312,0.0564,0.102,FALSE,FALSE,FALSE,0
PTRH1,Q86Y79,-0.552,1.45E-05,9.34E-05,FALSE,FALSE,FALSE,0
PTRH2,Q9Y3E5,0.0449,0.621,0.702,FALSE,FALSE,FALSE,0
PTRHD1,Q6GMV3,-0.312,0.0252,0.0527,FALSE,FALSE,FALSE,0
PTS,Q03393,-0.402,0.00142,0.0046,FALSE,FALSE,FALSE,0
PTTG1IP,P53801,0.115,0.421,0.52,FALSE,FALSE,FALSE,0
PTX3,P26022,0.654,0.181,0.267,FALSE,FALSE,TRUE,8
PUDP,Q08623,-0.117,0.362,0.462,FALSE,FALSE,FALSE,0
PUF60,Q9UHX1,0.0681,0.247,0.341,FALSE,FALSE,FALSE,0
PUM1,Q14671,-0.019,0.794,0.845,FALSE,FALSE,FALSE,0
PUM2,Q8TB72,-0.00188,0.971,0.979,FALSE,FALSE,FALSE,0
PUM3,Q15397,0.375,0.000366,0.00144,FALSE,FALSE,FALSE,0
PURA,Q00577,-0.247,0.00608,0.016,FALSE,FALSE,FALSE,0
PURB,Q96QR8,0.175,0.0726,0.126,FALSE,FALSE,FALSE,0
PUS1,Q9Y606,-0.489,9.85E-05,0.00047,FALSE,FALSE,FALSE,0
PUS10,Q3MIT2,0.173,0.121,0.192,FALSE,FALSE,FALSE,0
PUS3,Q9BZE2,0.107,0.229,0.321,FALSE,FALSE,FALSE,0
PUS7L,Q9H0K6,-0.136,0.577,0.663,FALSE,FALSE,TRUE,8
PUSL1,Q8N0Z8,-0.388,0.0616,0.11,FALSE,FALSE,FALSE,0
PVR,P15151,0.24,0.268,0.364,FALSE,FALSE,FALSE,0
PWP1,Q13610,0.412,2.87E-06,2.42E-05,FALSE,FALSE,FALSE,0
PWP2,Q15269,0.303,0.000565,0.00209,FALSE,FALSE,FALSE,0
PWWP2A,Q96N64,0.485,1.53E-05,9.79E-05,FALSE,FALSE,FALSE,0
PWWP2B,Q6NUJ5,-0.632,0.0179,0.0397,FALSE,FALSE,TRUE,16
PWWP3A,Q2TAK8,0.0748,0.663,0.738,FALSE,FALSE,TRUE,8
PXDC1,Q5TGL8,0.117,0.196,0.283,FALSE,FALSE,FALSE,0
PXDNL,A1KZ92,0.452,0.0129,0.0301,FALSE,FALSE,TRUE,8
PXK,Q7Z7A4,-0.628,1.21E-06,1.21E-05,FALSE,FALSE,FALSE,0
PXN,P49023,0.0449,0.533,0.624,FALSE,FALSE,FALSE,0
PYCR2,Q96C36,0.535,0.0301,0.0609,FALSE,FALSE,FALSE,0
PYCR3,Q53H96,0.152,0.151,0.231,FALSE,FALSE,FALSE,0
PYGB,P11216,0.602,0.000352,0.00139,FALSE,FALSE,FALSE,0
PYGM,P11217,-0.506,0.0102,0.0249,FALSE,FALSE,FALSE,0
PYGO2,Q9BRQ0,0.0306,0.671,0.745,FALSE,FALSE,FALSE,0
PYHIN1,Q6K0P9,0.114,0.542,0.632,FALSE,FALSE,FALSE,0
PYM1,Q9BRP8,0.188,0.0396,0.0765,FALSE,FALSE,FALSE,0
PYROXD1,Q8WU10,0.183,0.0694,0.122,FALSE,FALSE,FALSE,0
PYROXD2,Q8N2H3,-0.767,0.0352,0.0696,FALSE,FALSE,TRUE,8
PYURF,Q96I23,-0.699,1.42E-06,1.37E-05,FALSE,FALSE,FALSE,0
PZP,P20742,0.291,0.438,0.535,FALSE,FALSE,FALSE,0
Q6ZS46,Q6ZS46,-0.0717,0.816,0.862,FALSE,FALSE,TRUE,16
Q6ZSR9,Q6ZSR9,-0.236,0.013,0.0303,FALSE,FALSE,FALSE,0
Q7M135,Q7M135,0.121,0.316,0.414,FALSE,FALSE,FALSE,0
QARS1,P47897,-0.414,1.68E-07,2.44E-06,FALSE,FALSE,FALSE,0
QKI,Q96PU8,0.364,0.000305,0.00123,FALSE,FALSE,FALSE,0
QPCT,Q16769,-0.0859,0.813,0.86,FALSE,FALSE,FALSE,0
QPCTL,Q9NXS2,0.496,0.00112,0.00377,FALSE,FALSE,FALSE,0
QRICH1,Q2TAL8,0.0203,0.817,0.863,FALSE,FALSE,FALSE,0
QRICH2,Q9H0J4,-0.147,0.42,0.519,FALSE,FALSE,TRUE,16
QSER1,Q2KHR3,0.411,0.0291,0.0593,FALSE,FALSE,TRUE,8
QSOX1,O00391,0.531,0.143,0.221,FALSE,FALSE,FALSE,0
QSOX2,Q6ZRP7,0.493,0.0016,0.0051,FALSE,FALSE,FALSE,0
QTRT1,Q9BXR0,-0.074,0.437,0.535,FALSE,FALSE,FALSE,0
QTRT2,Q9H974,-0.189,0.0124,0.0292,FALSE,FALSE,FALSE,0
R3HCC1,Q9Y3T6,0.162,0.0827,0.14,FALSE,FALSE,FALSE,0
R3HCC1L,Q7Z5L2,0.269,0.0061,0.0161,FALSE,FALSE,FALSE,0
R3HDM1,Q15032,0.204,0.241,0.335,FALSE,FALSE,TRUE,8
R3HDM2,Q9Y2K5,0.119,0.309,0.407,FALSE,FALSE,TRUE,8
R3HDM4,Q96D70,0.512,0.0476,0.0889,FALSE,FALSE,TRUE,16
RAB10,P61026,0.0801,0.298,0.396,FALSE,FALSE,FALSE,0
RAB11A,P62491,0.524,0.0157,0.0355,FALSE,FALSE,TRUE,8
RAB11B,Q15907,-0.269,0.000459,0.00174,FALSE,FALSE,FALSE,0
RAB11FIP1,Q6WKZ4,0.208,0.0895,0.15,FALSE,FALSE,FALSE,0
RAB11FIP2,Q7L804,-0.384,0.000293,0.00119,FALSE,FALSE,FALSE,0
RAB11FIP5,Q9BXF6,-0.419,0.00316,0.00915,FALSE,FALSE,FALSE,0
RAB12,Q6IQ22,0.0567,0.495,0.589,FALSE,FALSE,FALSE,0
RAB13,P51153,-0.139,0.171,0.255,FALSE,FALSE,FALSE,0
RAB14,P61106,0.000442,0.995,0.997,FALSE,FALSE,FALSE,0
RAB17,Q9H0T7,-0.36,0.0699,0.122,FALSE,FALSE,FALSE,0
RAB18,Q9NP72,0.0797,0.586,0.671,FALSE,FALSE,FALSE,0
RAB19,A4D1S5,-0.35,0.317,0.415,FALSE,FALSE,TRUE,8
RAB1A,P62820,0.0935,0.22,0.311,FALSE,FALSE,FALSE,0
RAB1B,Q9H0U4,0.0946,0.115,0.183,FALSE,FALSE,FALSE,0
RAB20,Q9NX57,0.443,0.0113,0.0269,FALSE,FALSE,FALSE,0
RAB21,Q9UL25,0.0337,0.68,0.752,FALSE,FALSE,FALSE,0
RAB22A,Q9UL26,0.0337,0.636,0.714,FALSE,FALSE,FALSE,0
RAB23,Q9ULC3,-0.332,0.0279,0.0572,FALSE,FALSE,FALSE,0
RAB24,Q969Q5,0.129,0.296,0.394,FALSE,FALSE,FALSE,0
RAB27A,P51159,0.627,0.00264,0.00783,FALSE,FALSE,FALSE,0
RAB27B,O00194,0.242,0.215,0.306,FALSE,FALSE,FALSE,0
RAB28,P51157,0.0811,0.528,0.62,FALSE,FALSE,FALSE,0
RAB2A,P61019,0.142,0.051,0.0941,FALSE,FALSE,FALSE,0
RAB2B,Q8WUD1,0.248,0.00465,0.0127,FALSE,FALSE,FALSE,0
RAB30,Q15771,0.569,0.00949,0.0233,FALSE,FALSE,TRUE,8
RAB33B,Q9H082,0.299,0.102,0.166,FALSE,FALSE,FALSE,0
RAB34,P0DI83,0.179,0.193,0.28,FALSE,FALSE,FALSE,0
RAB35,Q15286,-0.0644,0.328,0.426,FALSE,FALSE,FALSE,0
RAB36,O95755,-0.0614,0.661,0.736,FALSE,FALSE,FALSE,0
RAB37,Q96AX2,0.144,0.607,0.689,FALSE,FALSE,TRUE,16
RAB38,P57729,0.565,0.0125,0.0294,FALSE,FALSE,TRUE,8
RAB39A,Q14964,-0.257,0.63,0.709,FALSE,FALSE,TRUE,8
RAB3A,P20336,-0.6,0.000283,0.00115,FALSE,FALSE,FALSE,0
RAB3B,P20337,-0.677,0.122,0.193,FALSE,FALSE,TRUE,16
RAB3GAP1,Q15042,0.136,0.0441,0.0836,FALSE,FALSE,FALSE,0
RAB3GAP2,Q9H2M9,0.177,0.00979,0.0239,FALSE,FALSE,FALSE,0
RAB3IL1,Q8TBN0,-0.65,0.000244,0.00102,FALSE,FALSE,FALSE,0
RAB3IP,Q96QF0,-0.0527,0.753,0.812,FALSE,FALSE,FALSE,0
RAB40C,Q96S21,0.391,0.00957,0.0235,FALSE,FALSE,FALSE,0
RAB43,Q86YS6,0.195,0.127,0.199,FALSE,FALSE,FALSE,0
RAB4A,P20338,0.0643,0.513,0.606,FALSE,FALSE,FALSE,0
RAB4B,P61018,-0.0769,0.308,0.406,FALSE,FALSE,FALSE,0
RAB5A,P20339,-0.22,0.00892,0.0221,FALSE,FALSE,FALSE,0
RAB5B,P61020,0.0843,0.346,0.445,FALSE,FALSE,FALSE,0
RAB5C,P51148,-0.208,0.0246,0.0517,FALSE,FALSE,FALSE,0
RAB5IF,Q9BUV8,0.0168,0.898,0.926,FALSE,FALSE,FALSE,0
RAB6A,P20340,0.336,4.96E-05,0.000262,FALSE,FALSE,FALSE,0
RAB6B,Q9NRW1,0.4,0.0306,0.0617,FALSE,FALSE,FALSE,0
RAB6D,Q53S08,0.394,0.000139,0.000631,FALSE,FALSE,FALSE,0
RAB7A,P51149,-0.0723,0.451,0.548,FALSE,FALSE,FALSE,0
RAB8A,P61006,-0.0462,0.593,0.676,FALSE,FALSE,FALSE,0
RAB8B,Q92930,0.258,0.0398,0.0768,FALSE,FALSE,FALSE,0
RAB9A,P51151,0.155,0.072,0.125,FALSE,FALSE,FALSE,0
RABAC1,Q9UI14,0.193,0.0738,0.128,FALSE,FALSE,FALSE,0
RABEP1,Q15276,0.109,0.242,0.336,FALSE,FALSE,FALSE,0
RABEP2,Q9H5N1,0.101,0.294,0.392,FALSE,FALSE,FALSE,0
RABEPK,Q7Z6M1,0.158,0.0607,0.109,FALSE,FALSE,FALSE,0
RABGAP1,Q9Y3P9,-0.368,0.000359,0.00141,FALSE,FALSE,FALSE,0
RABGAP1L,B7ZAP0,-0.411,0.000478,0.00181,FALSE,FALSE,FALSE,0
RABGEF1,Q9UJ41,0.0248,0.702,0.769,FALSE,FALSE,FALSE,0
RABGGTA,Q92696,0.136,0.0774,0.133,FALSE,FALSE,FALSE,0
RABGGTB,P53611,0.193,0.0111,0.0265,FALSE,FALSE,FALSE,0
RABIF,P47224,0.239,0.0249,0.0521,FALSE,FALSE,FALSE,0
RABL2B,Q9UNT1,0.253,0.0121,0.0285,FALSE,FALSE,FALSE,0
RABL3,Q5HYI8,-0.277,0.0315,0.0634,FALSE,FALSE,FALSE,0
RABL6,Q3YEC7,-0.432,1.61E-05,0.000103,FALSE,FALSE,FALSE,0
RAC1,P63000,0.272,0.00138,0.00449,FALSE,FALSE,FALSE,0
RACGAP1,Q9H0H5,0.504,0.0343,0.0679,FALSE,FALSE,TRUE,16
RACK1,P63244,0.117,0.145,0.223,FALSE,FALSE,FALSE,0
RAD1,O60671,0.181,0.128,0.2,FALSE,FALSE,TRUE,8
RAD17,O75943,0.24,0.0709,0.124,FALSE,FALSE,FALSE,0
RAD21,O60216,0.0502,0.513,0.606,FALSE,FALSE,FALSE,0
RAD23A,P54725,0.528,8.93E-07,9.29E-06,FALSE,FALSE,FALSE,0
RAD23B,P54727,0.121,0.102,0.166,FALSE,FALSE,FALSE,0
RAD50,Q92878,0.301,0.00146,0.00471,FALSE,FALSE,FALSE,0
RAD54L2,Q9Y4B4,0.0312,0.743,0.804,FALSE,FALSE,FALSE,0
RAD9A,Q99638,0.242,0.00241,0.00721,FALSE,FALSE,FALSE,0
RADIL,Q96JH8,0.132,0.57,0.657,FALSE,FALSE,TRUE,16
RAE1,P78406,0.145,0.0301,0.061,FALSE,FALSE,FALSE,0
RAF1,P04049,-0.141,0.0812,0.138,FALSE,FALSE,FALSE,0
RAI1,Q7Z5J4,0.072,0.603,0.685,FALSE,FALSE,FALSE,0
RAI14,Q9P0K7,-0.297,0.00788,0.0199,FALSE,FALSE,FALSE,0
RALA,P11233,0.0162,0.845,0.885,FALSE,FALSE,FALSE,0
RALB,P11234,-0.132,0.308,0.406,FALSE,FALSE,FALSE,0
RALBP1,Q15311,-0.163,0.145,0.223,FALSE,FALSE,FALSE,0
RALGAPA1,Q6GYQ0,-0.152,0.0241,0.0509,FALSE,FALSE,FALSE,0
RALGAPA2,Q2PPJ7,-0.291,0.000574,0.00212,FALSE,FALSE,FALSE,0
RALGAPB,Q86X10,-0.278,9.85E-05,0.00047,FALSE,FALSE,FALSE,0
RALGPS1,Q5JS13,-0.336,0.0578,0.104,FALSE,FALSE,TRUE,8
RALGPS2,Q86X27,-0.0525,0.599,0.682,FALSE,FALSE,FALSE,0
RALY,Q9UKM9,0.156,0.12,0.19,FALSE,FALSE,FALSE,0
RALYL,Q86SE5,0.0664,0.509,0.603,FALSE,FALSE,FALSE,0
RAMAC,Q9BTL3,0.252,0.00521,0.014,FALSE,FALSE,FALSE,0
RAMP2,O60895,0.665,0.00459,0.0126,FALSE,FALSE,TRUE,16
RAMP3,O60896,0.00194,0.996,0.997,FALSE,FALSE,TRUE,16
RAN,P62826,0.401,3.79E-06,3.05E-05,FALSE,FALSE,FALSE,0
RANBP1,P43487,0.499,1.29E-06,1.27E-05,FALSE,FALSE,FALSE,0
RANBP10,Q6VN20,0.202,0.00155,0.00495,FALSE,FALSE,FALSE,0
RANBP17,Q9H2T7,-0.063,0.945,0.961,FALSE,FALSE,TRUE,16
RANBP2,P49792,0.0783,0.178,0.263,FALSE,FALSE,FALSE,0
RANBP3,Q9H6Z4,0.159,0.0293,0.0596,FALSE,FALSE,FALSE,0
RANBP6,O60518,-0.516,1.11E-05,7.51E-05,FALSE,FALSE,FALSE,0
RANBP9,Q96S59,-0.0317,0.737,0.798,FALSE,FALSE,FALSE,0
RANGAP1,P46060,0.183,0.00869,0.0216,FALSE,FALSE,FALSE,0
RANGRF,Q9HD47,0.00967,0.937,0.954,FALSE,FALSE,TRUE,8
RAP1A,P62834,-0.227,0.0398,0.0768,FALSE,FALSE,FALSE,0
RAP1GAP2,Q684P5,-0.269,0.103,0.167,FALSE,FALSE,FALSE,0
RAP1GDS1,P52306,-0.0912,0.224,0.315,FALSE,FALSE,FALSE,0
RAP2A,P10114,-0.0952,0.438,0.536,FALSE,FALSE,FALSE,0
RAP2C,Q9Y3L5,-0.161,0.164,0.246,FALSE,FALSE,FALSE,0
RAPGEF1,Q13905,0.418,0.000387,0.00151,FALSE,FALSE,FALSE,0
RAPGEF2,Q9Y4G8,0.637,1.31E-07,2.00E-06,FALSE,FALSE,FALSE,0
RAPGEF4,Q8WZA2,0.151,0.251,0.346,FALSE,FALSE,FALSE,0
